NOME, ENDERECO, CIDADE, UF, CEP, TELEFONE, LATITUDE, LONGITUDE
"APS SÃO MATEUS DO MARANHÃO,""AVENIDA DA RODOVIÁRIA, S/N"",SÃO MATEUS DO MARANHÃO,MA,,,-18.7145016,-39.8559829"
"APS BURITI BRAVO,""RUA JOÃO LEOCÁDIO, VILA JOSÉ HENRIQUE"",BURITI BRAVO,MA,,,-5.8465527,-43.8320591"
APS SÃO BENTO/MA,RUA CORONEL LUIZ REIS,SÃO BENTO,MA,,,-2.7000813,-44.8242026
"APS MATÕES,""AV. DUQUE DE CAXIAS, S/N ,CENTRO"",MATÕES,MA,,,-5.5197653,-43.2002732"
"APS BARRA DO CORDA,""RUA ISAAC MARTINS, Nº 1250"",BARRA DO CORDA,MA,,,-5.5095022,-45.2376911"
"APS CAROLINA,""RUA DOS OPERÁRIOS, SN"",CAROLINA,MA,,,-7.3294059,-47.4714687"
"APS IMPERATRIZ,""AV. SIMPLÍCIO MOREIRA, Nº 1026"",IMPERATRIZ,MA,,,-5.5280089,-47.4889465"
APS SANTA INÊS/MA,RUA DO AEROPORTO SN,SANTA INÊS,MA,,,-3.6520865,-45.3743406
"APS AÇAILÂNDIA,""AVENIDA JUSCELINO KUBTISCHEK, QUADRA 135"",AÇAILÂNDIA,MA,,,,"
"APS BALSAS,""PRAÇA PADRE BALDUÍNO, Nº 611"",BALSAS,MA,,,-7.531175200000001,-46.0376279"
APS PRESIDENTE DUTRA/MA,TRAVESSA 06 Nº 01 VILA MILITAR,PRESIDENTE DUTRA,MA,,,-5.2892768,-44.5032331
APS SANTA LUZIA DO PARUÁ,AV PROFESSOR JOÃO MORAES DE SOUSA NR 345,SANTA LUZIA DO PARUÁ,MA,,,-2.5436918,-45.7733613
"APS GRAJAÚ,""AV. HILTON NUNES, S/N"",GRAJAÚ,MA,,,-5.8247306,-46.1594346"
"APS ESTREITO,""RUA PRESIDENTE JOSE SARNEY, S/N"",ESTREITO,MA,,,,"
APS AMARANTE DO MARANHÃO,RUA NICOLAU DINO SN,AMARANTE DO MARANHÃO,MA,,,-5.5695079,-46.7481471
APS GOVERNADOR NUNES FREIRE,RUA DA COLONE,GOVERNADOR NUNES FREIRE,MA,,,-2.1281682,-45.8889444
"APS ITINGA DO MARANHÃO,""RUA GURUPI, SN"",ITINGA DO MARANHÃO,MA,,,-4.4614987,-47.5300915"
APS ARAME,RUA RIO BRANCO SN,ARAME,MA,,,-4.877058,-46.0122591
"APS PORTO FRANCO,""AVENIDA VALENTIM DA SILVA AGUIAR, S/Nº"",PORTO FRANCO,MA,,,-6.338716499999999,-47.4081749"
